rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.758596,34.997911",31.758595896472524,34.99791081639862,57.85,5,35
2,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.743393,34.975407",31.743393457407176,34.97540662333644,17.69,32,224
3,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.756496,34.990665",31.75649555403281,34.99066478650259,87.64,5,35
4,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.733175,34.954592",31.733174718615096,34.95459173622104,31.37,5,35
5,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.744035,34.979243",31.744034962419754,34.979242617003074,26.21,27,189
6,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.754967,34.995126",31.754966555075633,34.99512600586062,46.37,20,140
7,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.736560,34.998373",31.736560249476085,34.99837317448882,8.71,16,112
8,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.759632,34.996319",31.75963238669973,34.9963188609145,22.8,8,56
9,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.741926,34.989922",31.741925669212325,34.98992226081912,4.26,21,147
10,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.755506,34.993653",31.75550561617826,34.993652626242834,4.19,13,91
11,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.723455,34.996262",31.723454500855546,34.99626228743125,121.1,5,35
